"","Carrier","Airport_Distance","Number_of_flights","Weather","Support_Crew_Available","Baggage_loading_time","Late_Arrival_o","Cleaning_o","Fueling_o","Security_o","Arr_Delay"
"1916","MQ",436,46403,6,70,17,19,9,22,38,92
"1918","B6",453,42086,5,72,17,20,14,28,25,86
"1919","DL",416,43960,6,45,17,19,6,30,51,71
"1920","UA",449,39570,6,65,16,18,15,34,34,49
"1922","B6",460,44066,6,76,16,18,6,27,39,65
"1923","UA",468,47354,5,71,18,20,3,22,33,130
"1924","UA",432,42761,6,73,17,19,10,24,48,88
"1925","MQ",432,41843,5,97,17,19,11,19,37,68
"1927","UA",476,41107,5,116,17,19,9,29,41,45
"1928","VX",443,47598,5,39,17,19,8,22,40,122
"1930","UA",452,46375,5,58,16,19,13,28,36,53
"1931","FL",421,45565,6,164,17,19,11,24,39,64
"1932","B6",428,40148,5,89,16,18,13,20,33,39
"1933","DL",458,45597,5,42,17,19,13,28,35,78
"1934","B6",445,45652,6,44,17,19,12,21,43,88
"1936","B6",443,45715,6,108,17,18,14,28,38,89
"1939","B6",407,43394,5,125,17,19,11,24,36,39
"1940","WN",465,38505,5,94,16,18,13,29,33,29
"1941","UA",435,42354,5,147,17,18,10,30,33,58
"1942","B6",421,43232,5,80,17,18,10,21,31,64
"1943","AA",456,40092,5,59,16,19,8,25,41,55
"1944","AA",439,44235,5,59,17,18,19,27,34,62
"1945","UA",421,42953,5,139,17,18,10,30,31,54
"1946","WN",441,50247,6,44,18,19,4,28,34,101
"1948","UA",436,42105,6,102,16,19,4,18,36,56
"1949","9E",452,48264,6,29,18,19,12,22,35,115
"1950","DL",456,44309,6,6,18,19,0,29,36,97
"1952","UA",463,45498,6,24,18,20,10,29,33,120
"1953","B6",433,46835,6,101,18,20,8,23,38,122
"1954","UA",455,44490,5,69,17,18,13,31,38,50
"1955","9E",444,43073,6,96,17,19,10,31,39,83
"1956","EV",477,43679,6,115,17,19,5,25,36,82
"1957","EV",423,40220,5,151,16,17,11,19,27,23
"1958","UA",447,39702,5,77,16,19,9,22,32,58
"1960","DL",414,45693,5,54,17,18,13,21,32,81
"1961","B6",466,42225,6,94,18,19,4,22,43,96
"1963","DL",429,41216,5,127,17,18,6,26,43,45
"1964","DL",418,44349,5,77,17,19,6,25,33,64
"1965","US",429,40734,6,51,17,18,6,29,29,46
"1966","AA",439,39328,6,112,16,18,10,25,32,23
"1967","B6",416,38454,6,66,16,18,10,25,40,16
"1968","DL",446,44646,5,72,17,19,7,19,34,76
"1969","AA",430,44536,5,101,17,19,17,23,36,79
"1970","MQ",457,42258,5,88,17,20,5,23,33,84
"1971","UA",438,44612,5,114,17,19,17,28,30,71
"1972","AA",424,45627,5,49,16,19,10,29,40,49
"1973","DL",437,42247,5,130,17,18,11,26,25,49
"1974","DL",440,45601,5,66,17,19,3,26,32,76
"1975","US",440,42457,5,71,17,18,9,24,38,48
"1976","B6",468,47973,6,92,17,19,11,30,37,106
"1977","UA",451,45347,6,51,18,20,15,20,39,107
"1978","UA",452,43809,5,66,17,19,9,22,51,78
"1979","AA",449,43606,6,24,18,19,12,25,41,98
"1980","B6",436,44004,6,123,17,19,13,22,33,75
"1981","DL",496,47363,5,46,18,19,0,29,35,93
"1982","UA",461,44089,5,51,18,19,15,23,41,74
"1986","AA",419,43134,5,129,16,19,8,22,30,60
"1988","B6",446,42624,5,133,17,19,5,20,36,55
"1989","UA",464,43668,5,20,17,18,14,24,41,71
"1990","UA",447,42483,6,62,17,19,8,26,26,56
"1991","AA",485,52590,6,26,19,20,13,26,23,164
"1992","B6",425,41637,5,64,17,19,3,26,36,40
"1993","UA",440,43495,5,62,18,20,13,28,39,93
"1994","B6",444,41408,5,75,17,19,7,20,41,57
"1995","MQ",462,44336,6,143,17,19,10,24,38,87
"1996","B6",465,42131,5,80,17,19,12,22,34,75
"1997","DL",431,46549,6,37,17,19,8,20,30,64
"1998","MQ",437,42542,5,123,17,18,13,24,35,61
"1999","AA",464,46089,6,86,18,19,13,25,28,118
"2000","DL",446,46230,6,120,17,19,9,27,21,95
"2001","UA",441,43297,6,105,17,19,16,26,38,59
"2003","UA",451,43463,5,99,17,19,12,26,35,78
"2004","B6",480,44908,6,60,18,20,7,22,39,102
"2005","B6",430,43299,5,94,16,18,7,27,32,54
"2006","DL",413,46507,5,38,17,19,13,22,25,65
"2007","US",421,42392,6,20,17,18,2,27,43,83
"2008","AA",449,44256,6,47,17,19,5,27,37,73
"2009","UA",438,39524,5,69,16,18,9,30,31,30
"2010","EV",439,43377,6,81,17,19,14,28,21,81
"2011","MQ",426,46419,5,105,18,19,9,27,33,105
"2012","US",447,44550,5,120,17,18,8,23,56,89
"2013","AA",454,43498,5,32,17,21,10,25,51,105
"2014","UA",439,43211,6,79,18,19,15,15,41,84
"2016","WN",415,41489,5,74,16,18,13,25,43,50
"2017","US",438,41827,5,87,17,18,7,28,28,57
"2018","EV",441,43652,6,81,17,18,14,27,35,73
"2019","AA",468,42121,5,123,18,19,8,27,51,82
"2020","B6",465,38789,5,107,16,17,12,24,27,40
"2021","B6",463,44509,5,128,17,19,10,28,42,48
"2022","UA",453,44395,6,20,17,18,16,26,23,66
"2023","US",461,40408,5,92,17,18,11,24,43,58
"2025","B6",427,42770,5,103,17,19,9,18,19,67
"2027","UA",447,46888,6,117,17,18,12,27,39,77
"2028","B6",451,42236,6,71,17,20,12,23,36,87
"2029","B6",467,42619,5,31,17,18,14,21,16,94
"2030","DL",404,38366,5,211,16,17,11,24,34,15
"2031","DL",432,41006,6,54,17,19,14,20,36,54
"2034","AA",440,37692,5,4,16,17,10,28,28,21
"2035","AA",414,37856,6,107,16,17,13,20,35,37
"2036","MQ",428,48683,6,21,18,20,11,25,36,109
"2038","DL",435,43599,6,92,18,19,13,26,30,100
"2040","VX",437,42923,6,99,18,20,8,30,24,85
"2041","AA",448,45301,5,65,18,19,11,22,32,100
"2042","B6",481,44943,5,9,17,19,7,20,30,82
"2043","DL",450,42490,5,156,16,18,4,35,45,31
"2044","UA",454,39978,6,110,17,19,10,28,41,72
"2045","UA",430,43650,5,127,17,19,7,20,29,83
"2046","B6",449,44280,5,92,17,18,3,23,33,91
"2047","UA",426,38719,5,170,16,18,2,26,47,28
"2049","AA",438,47469,6,21,18,20,11,25,43,121
"2050","UA",455,43131,5,18,18,19,12,23,45,80
"2051","FL",436,39800,5,41,16,19,8,21,40,56
"2053","UA",444,39944,5,136,17,18,12,26,42,38
"2054","AA",453,42832,5,86,17,19,12,27,36,85
"2055","AS",452,45363,5,7,17,19,7,29,35,100
"2057","UA",442,44229,5,53,16,19,9,24,48,60
"2058","UA",441,42542,5,100,17,19,7,24,26,51
"2061","B6",418,40810,5,93,16,18,12,20,34,28
"2062","UA",457,45710,6,68,18,18,9,29,32,72
"2064","B6",441,43819,5,84,17,19,10,27,36,89
"2065","AA",449,47237,5,23,18,18,14,28,39,93
"2066","UA",422,38256,5,134,16,18,8,26,35,23
"2070","DL",446,44375,5,57,17,18,8,26,37,76
"2071","AA",449,43655,6,112,16,18,16,20,28,54
"2072","UA",471,44812,6,37,18,19,6,26,37,95
"2073","MQ",467,44041,5,90,17,18,13,27,49,65
"2075","UA",438,43712,6,58,17,19,8,17,47,93
"2076","US",434,46600,5,123,16,19,6,27,28,50
"2077","AA",463,40079,6,52,17,19,12,23,34,60
"2078","DL",427,46210,6,89,18,20,12,31,40,127
"2079","WN",429,44198,5,61,17,20,11,28,29,68
"2080","B6",433,43760,5,117,17,19,8,33,33,83
"2081","DL",415,41470,6,146,17,18,14,22,32,39
"2082","DL",447,43401,5,116,17,19,7,26,40,74
"2083","MQ",448,43319,6,48,18,19,11,23,37,100
"2085","AA",426,40142,5,128,16,18,5,26,28,47
"2086","UA",472,43786,5,64,17,19,4,26,43,87
"2087","DL",441,45466,5,59,17,19,9,24,38,79
"2088","B6",444,42565,5,123,17,19,15,21,42,68
"2089","B6",452,42885,6,103,17,20,11,32,41,80
"2090","MQ",454,42718,5,99,17,18,12,30,51,49
"2091","DL",442,42338,5,56,17,18,14,29,49,57
"2092","EV",465,45899,6,68,17,18,12,23,39,83
"2093","9E",435,49549,6,30,18,20,10,23,38,102
"2094","DL",461,44848,5,5,18,20,15,24,53,110
"2095","EV",449,43940,5,68,17,19,6,25,37,98
"2096","MQ",439,41778,5,40,16,18,11,27,49,46
"2098","EV",452,45227,6,15,17,19,13,23,39,80
"2100","FL",448,40402,5,132,16,19,11,24,33,50
"2101","B6",453,45431,5,54,18,20,6,25,40,100
"2102","B6",429,45002,6,24,17,19,12,26,35,63
"2104","DL",443,44114,6,66,17,19,14,27,46,96
"2105","B6",433,39114,5,95,16,18,12,24,33,27
"2106","MQ",423,41031,5,125,16,17,11,24,27,15
"2107","EV",428,43388,5,64,17,19,7,28,46,73
"2108","US",454,43717,5,30,18,19,10,28,29,111
"2109","UA",432,39708,5,170,17,18,14,26,31,48
"2110","AA",422,42124,6,96,16,18,10,24,39,39
"2111","B6",437,42826,5,171,16,18,3,23,40,57
"2112","AA",477,44760,5,108,17,18,14,20,28,77
"2113","UA",447,43167,5,10,17,19,9,29,46,67
"2114","B6",440,41914,5,73,17,18,10,26,39,43
"2115","UA",451,45225,5,107,17,20,12,27,31,83
"2116","UA",450,43131,5,53,16,19,4,25,36,46
"2117","UA",454,44502,5,124,17,19,9,26,36,84
"2118","AA",463,47579,6,15,19,20,11,23,41,172
"2120","EV",458,41526,6,72,17,18,7,31,34,83
"2123","AA",453,43205,5,80,17,19,6,22,26,81
"2124","MQ",443,48765,5,60,18,19,8,28,30,127
"2126","DL",481,41534,5,36,17,19,9,27,34,85
"2127","B6",429,43717,5,96,17,20,19,25,32,68
"2128","MQ",477,45918,5,117,18,20,15,24,42,133
"2131","DL",423,44382,6,65,17,18,11,15,27,47
"2132","UA",468,46666,6,94,18,19,2,22,39,90
"2134","B6",419,41693,5,99,16,19,13,25,28,49
"2135","DL",428,45142,6,43,17,20,7,24,34,93
"2136","AA",454,46615,5,91,17,18,15,26,29,64
"2137","DL",444,40818,5,65,17,19,8,29,35,94
"2138","UA",422,45076,6,67,17,18,6,23,39,78
"2139","HA",444,43105,5,93,17,18,5,19,30,58
"2140","DL",436,44948,6,132,17,20,16,22,36,79
"2141","DL",440,42453,5,184,17,18,3,30,26,57
"2142","UA",430,39115,5,79,16,18,10,29,34,36
"2144","DL",433,42174,5,110,16,18,7,20,48,42
"2145","VX",429,43991,6,45,17,18,9,20,38,67
"2146","UA",471,47531,5,119,18,19,9,29,34,109
"2148","MQ",427,40296,5,126,17,18,6,30,41,33
"2149","UA",470,43400,5,57,18,18,6,27,38,74
"2150","B6",441,40266,5,87,17,19,11,23,30,53
"2151","UA",457,47037,6,61,18,20,6,21,47,105
"2152","B6",425,43829,6,105,17,19,12,23,38,87
"2153","US",440,44759,5,67,17,19,9,24,41,86
"2154","UA",454,45779,5,95,17,18,11,26,41,82
"2155","AA",448,45231,6,111,17,19,10,29,34,109
"2157","UA",463,42963,6,38,17,18,11,28,33,69
"2159","AA",471,45596,6,145,18,19,10,24,27,112
"2163","B6",413,44388,5,117,17,19,6,28,28,61
"2164","B6",456,42339,5,97,17,19,9,29,39,72
"2165","MQ",463,42149,6,18,17,19,14,29,32,74
"2166","DL",436,46867,6,129,18,19,11,26,60,100
"2167","B6",447,44542,5,84,17,19,12,22,41,70
"2168","B6",447,43720,5,109,17,19,9,31,40,81
"2169","B6",449,44022,5,69,16,18,15,19,47,60
"2170","UA",466,40749,5,145,17,18,10,23,30,41
"2171","DL",427,47228,6,19,18,19,10,19,36,91
"2173","WN",451,45366,5,136,17,18,8,18,33,64
"2174","UA",450,41789,5,110,17,19,9,29,35,76
"2175","B6",462,45397,6,27,18,19,11,27,53,122
"2176","UA",421,42276,5,126,16,18,11,19,35,44
"2177","VX",444,45835,6,100,17,19,7,22,42,81
"2178","B6",447,42201,5,81,16,17,14,20,47,42
"2179","B6",427,42477,5,189,17,18,15,24,40,44
"2180","WN",443,41546,5,109,17,19,11,26,44,73
"2181","DL",426,44939,5,106,17,19,9,25,31,69
"2182","DL",444,36458,5,95,16,18,12,27,39,16
"2183","B6",443,42253,6,112,17,18,11,27,40,39
"2184","WN",462,44611,6,96,17,19,7,27,57,85
"2185","AA",405,39953,5,151,16,18,8,30,44,41
"2186","MQ",445,45000,5,54,17,18,17,27,40,64
"2187","B6",464,44952,6,136,17,20,15,22,35,90
"2188","EV",456,42199,5,79,17,18,9,27,32,49
"2189","B6",464,47641,5,46,18,20,4,18,41,124
"2190","EV",439,43432,5,121,17,19,14,26,32,77
"2191","MQ",472,45140,6,22,18,19,9,27,32,121
"2192","UA",442,43116,6,110,18,19,8,25,46,92
"2193","US",444,40585,5,60,17,18,12,24,36,79
"2194","DL",406,41543,5,131,16,19,7,24,31,31
"2195","UA",473,41789,5,99,17,19,12,27,46,64
"2197","US",430,42822,6,125,17,19,9,25,37,83
"2198","B6",448,41820,5,95,16,19,6,27,44,71
"2199","US",440,41364,5,99,17,18,14,23,41,36
"2200","UA",449,44976,6,53,17,19,4,19,34,96
"2201","MQ",471,44231,5,72,17,19,8,20,47,90
"2202","DL",448,44981,5,104,17,19,14,23,26,88
"2203","US",451,42738,6,127,18,19,8,26,26,101
"2204","US",430,45079,6,102,17,19,11,19,40,51
"2205","EV",424,39377,5,179,16,18,3,22,45,14
"2207","FL",455,45147,5,113,18,19,8,28,29,97
"2208","EV",456,44741,6,34,17,19,12,20,43,75
"2209","MQ",428,41289,6,172,17,19,14,23,43,69
"2210","AA",461,41801,6,69,17,19,10,26,43,84
"2211","UA",443,42543,5,103,17,19,12,23,27,43
"2214","AA",454,46461,6,118,17,20,9,24,35,81
"2215","EV",415,37476,5,116,16,18,17,26,31,13
"2218","EV",444,42568,5,45,16,17,9,20,32,52
"2219","UA",408,41963,5,97,16,18,8,24,28,46
"2220","AA",475,49179,6,3,18,20,3,22,31,142
"2221","UA",451,39232,6,98,18,19,6,21,28,88
"2222","B6",416,41358,6,69,17,18,12,27,32,60
"2224","UA",449,45915,5,93,18,20,6,28,43,130
"2225","UA",437,44649,6,80,17,18,11,24,43,68
"2226","AA",478,46137,6,43,18,19,11,30,30,87
"2227","DL",448,42636,6,86,18,20,10,28,29,101
"2228","MQ",464,42367,6,185,17,18,14,21,24,69
"2229","B6",454,40640,5,155,17,19,7,21,47,47
"2230","DL",455,42290,5,79,17,19,6,23,38,76
"2231","EV",453,45817,5,80,18,19,6,21,46,90
"2232","DL",435,43758,5,19,17,19,15,23,48,74
"2234","WN",427,45699,5,142,16,20,8,26,44,78
"2235","MQ",479,46723,6,60,19,20,15,24,20,164
"2236","UA",458,40090,5,73,16,17,11,22,42,42
"2237","B6",455,44506,5,105,16,19,9,26,39,62
"2238","DL",467,51268,5,127,18,21,8,33,30,142
"2239","UA",445,46148,5,14,18,19,10,23,39,119
"2241","AA",432,41230,6,50,16,18,14,23,32,40
"2242","B6",450,40400,5,131,15,18,15,23,45,30
"2243","UA",470,44790,6,58,18,18,7,32,52,115
"2244","DL",437,42177,5,89,17,19,11,28,43,40
"2245","UA",431,41431,6,107,17,19,12,17,23,64
"2247","WN",452,47333,5,81,18,19,8,27,33,113
"2248","UA",426,44252,5,72,17,19,8,21,32,69
"2249","B6",429,45671,5,103,18,19,12,23,37,102
"2250","DL",452,42879,5,63,18,19,10,27,40,79
"2252","EV",402,45745,5,96,17,18,16,22,34,77
"2253","UA",423,40029,5,108,17,19,14,21,32,60
"2255","UA",441,44184,5,36,17,18,9,29,40,69
"2256","AA",438,41033,5,115,16,18,6,22,37,21
"2257","DL",450,46103,5,48,17,19,10,28,22,95
"2258","MQ",462,41680,5,60,16,19,12,19,23,65
"2259","B6",444,38717,5,109,16,18,9,27,37,35
"2260","VX",432,40815,6,81,17,18,11,25,38,43
"2262","DL",455,47606,5,44,17,19,7,26,39,107
"2264","EV",451,45145,6,22,18,20,5,26,43,121
"2265","FL",424,37116,5,138,16,17,11,28,43,13
"2266","EV",468,45315,5,17,17,19,15,21,30,81
"2267","EV",423,41299,5,114,16,18,7,27,44,26
"2268","B6",435,45349,5,95,17,19,12,22,32,88
"2269","DL",469,42943,5,115,17,19,1,23,36,78
"2270","B6",435,41798,6,43,17,19,15,21,42,89
"2271","MQ",436,44743,5,21,18,20,10,22,37,97
"2272","AA",463,46559,6,92,17,19,13,21,39,93
"2273","DL",459,46062,5,130,17,19,4,21,46,74
"2275","MQ",462,39781,5,104,17,18,7,29,34,45
"2277","MQ",451,44306,6,160,17,18,8,24,37,82
"2278","UA",455,40759,5,108,17,18,7,26,26,52
"2279","AA",424,42323,5,50,17,18,14,22,27,52
"2280","WN",407,35670,5,117,15,16,6,28,34,4
"2281","UA",429,42229,6,106,17,19,11,24,34,73
"2282","US",462,43873,5,1,17,19,12,24,30,67
"2283","EV",449,36255,5,74,17,19,6,29,43,31
"2284","UA",456,46406,5,96,17,19,12,25,33,81
"2286","VX",452,45810,5,157,17,20,21,30,40,88
"2287","B6",432,46043,5,49,18,19,13,23,32,106
"2288","UA",430,44313,5,94,17,19,10,23,35,68
"2289","EV",445,42093,5,152,17,19,11,23,29,59
"2290","B6",463,48552,6,103,18,19,12,27,40,125
"2291","EV",473,45894,6,63,18,20,10,23,33,127
"2293","UA",486,45368,5,66,17,19,10,24,39,74
"2294","AA",444,43027,5,160,17,19,9,32,34,54
"2295","DL",448,42123,5,115,16,18,16,30,41,46
"2296","WN",462,44604,5,94,17,18,17,23,53,72
"2297","EV",440,41473,6,53,17,19,8,19,55,73
"2298","B6",437,43728,5,55,17,19,7,17,26,78
"2299","UA",445,45759,5,69,18,19,10,27,46,110
"2301","DL",418,42548,5,92,16,19,11,22,35,53
"2302","UA",438,43049,5,75,17,19,7,24,46,62
"2303","AA",446,45912,6,99,18,19,14,21,38,86
"2305","EV",468,41402,5,62,17,19,13,29,42,64
"2307","MQ",465,45241,5,58,17,19,13,27,34,89
"2308","EV",445,41541,5,150,17,19,10,25,27,51
"2310","DL",465,46329,5,61,18,19,2,22,25,112
"2311","B6",431,43136,6,24,18,19,11,24,30,95
"2312","UA",459,43838,5,41,18,19,9,15,49,87
"2313","B6",460,42268,5,49,17,19,12,23,34,54
"2315","UA",469,42020,5,128,16,18,10,27,26,24
"2316","DL",441,46338,5,145,17,18,10,19,31,67
"2317","WN",450,44282,6,8,18,19,14,26,39,94
"2320","US",449,43275,5,122,16,19,7,25,36,54
"2321","B6",404,39022,5,190,16,17,7,25,37,11
"2322","MQ",425,38825,5,86,16,19,19,22,36,24
"2323","FL",440,45586,6,161,17,19,5,29,34,71
"2325","AA",467,44732,6,77,17,19,7,22,39,93
"2326","MQ",420,48273,6,107,18,19,9,24,37,95
"2327","UA",421,46654,5,27,17,18,9,25,33,65
"2328","B6",425,46010,6,135,17,20,8,27,43,77
"2329","UA",433,39433,5,77,17,18,9,27,41,48
"2330","EV",439,44252,5,67,17,20,8,28,37,108
"2331","B6",464,48017,5,49,18,19,15,22,36,99
"2332","MQ",482,50907,6,70,18,20,8,25,35,151
"2333","AA",437,41512,5,89,17,19,14,31,32,78
"2334","WN",436,40736,5,68,16,18,13,29,42,50
"2335","B6",445,39685,5,84,17,19,13,25,16,56
"2336","US",421,44580,6,52,17,20,8,20,42,81
"2337","EV",469,43785,5,111,17,20,14,26,48,77
"2338","EV",427,49785,6,128,17,20,12,23,36,117
"2339","MQ",445,43179,5,26,17,19,13,26,37,65
"2340","EV",487,45020,5,31,18,19,17,30,43,123
"2341","B6",419,44514,5,29,17,19,4,26,28,78
"2342","UA",410,43426,5,80,17,18,13,25,33,47
"2343","DL",427,45012,6,62,18,20,13,26,42,96
"2344","DL",412,39304,5,136,17,18,14,24,36,34
"2345","VX",442,42805,5,67,17,18,8,18,44,54
"2346","UA",448,42678,5,93,17,19,10,28,45,80
"2348","B6",405,39357,5,93,16,19,7,29,41,30
"2349","EV",445,42239,6,78,16,17,9,23,33,36
"2350","B6",404,37657,5,95,16,18,7,32,35,13
"2351","AA",437,44540,6,71,17,19,12,26,36,66
"2352","B6",424,38667,5,69,16,18,16,22,32,20
"2353","AA",443,44363,5,50,16,19,12,27,46,56
"2354","EV",464,41393,5,119,17,18,9,26,34,63
"2355","AA",430,43237,5,81,16,18,12,24,39,32
"2356","UA",439,44133,5,70,17,18,12,24,26,77
"2357","WN",436,45935,6,96,17,19,-1,27,30,75
"2358","EV",435,44257,5,106,17,19,11,24,41,83
"2360","EV",449,43735,5,52,16,18,12,26,32,38
"2361","EV",434,43449,6,80,17,18,8,28,37,77
"2362","EV",437,38152,5,207,16,18,6,27,42,33
"2363","DL",437,43425,6,170,17,19,13,29,37,63
"2364","EV",431,45175,5,98,17,19,10,24,48,69
"2365","B6",456,46673,6,144,18,19,10,33,49,108
"2366","WN",442,53461,6,5,19,20,8,29,34,176
"2367","MQ",454,43515,6,45,17,18,10,27,43,66
"2368","UA",444,41980,5,42,16,18,11,28,37,64
"2369","UA",445,36817,5,172,16,18,12,31,27,14
"2370","UA",432,40696,5,149,16,18,10,30,41,50
"2371","US",439,44033,6,25,17,18,10,29,34,55
"2372","EV",442,44115,5,43,17,19,9,21,32,58
"2373","DL",408,37765,5,31,16,18,10,28,40,32
"2375","FL",443,45370,6,87,18,18,10,34,28,72
"2376","B6",424,42642,5,146,16,18,8,25,33,41
"2377","UA",460,40586,5,64,16,18,11,20,43,54
"2378","UA",461,49167,6,96,18,20,11,25,61,116
"2379","MQ",455,42675,6,68,17,19,7,22,28,99
"2380","B6",427,43343,6,106,17,19,7,27,31,77
"2381","B6",446,45486,6,38,17,18,12,27,35,82
"2382","DL",452,48387,5,20,17,19,18,26,46,109
"2383","MQ",432,41600,6,99,17,18,15,25,30,47
"2384","UA",448,45070,6,66,17,19,15,27,41,107
"2386","EV",428,44556,5,136,17,19,12,27,22,44
"2387","EV",442,41080,6,58,16,17,8,32,44,31
"2388","B6",447,45934,5,106,17,19,7,24,31,96
"2390","UA",437,43619,5,119,17,18,12,22,41,71
"2391","B6",450,44786,6,77,17,19,12,21,42,86
"2392","UA",478,49253,6,99,18,20,12,24,42,121
"2393","DL",447,43665,5,54,17,19,7,28,26,67
"2394","DL",498,45797,6,113,18,19,9,34,28,112
"2395","DL",408,40339,5,142,16,18,9,23,28,46
"2396","DL",429,40673,6,145,17,19,10,20,23,69
"2397","AA",448,42348,5,102,17,18,3,25,42,83
"2398","EV",417,42129,5,1,17,17,10,26,37,45
"2401","AA",486,45884,5,4,17,19,10,29,39,128
"2402","US",448,44725,6,77,17,19,12,23,29,95
"2403","MQ",406,43615,6,77,16,18,5,33,35,50
"2405","9E",465,43848,5,106,17,19,10,23,23,68
"2406","B6",414,45914,5,125,16,18,6,19,46,72
"2407","MQ",471,43564,5,110,17,19,10,27,29,60
"2408","US",422,37323,5,105,16,17,13,26,35,13
"2409","EV",457,40194,5,113,17,17,11,24,28,41
"2410","9E",492,46479,6,85,17,18,6,28,51,105
"2411","DL",417,38943,5,134,16,18,9,30,49,18
"2413","B6",427,43107,6,6,17,19,9,26,33,59
"2415","UA",466,44981,6,44,18,20,11,28,31,111
"2416","UA",440,44752,5,165,17,18,5,25,31,36
"2417","UA",433,46191,6,13,17,19,10,24,24,106
"2418","US",451,43243,5,71,17,18,7,23,41,61
"2419","MQ",433,43866,6,39,17,19,11,23,42,68
"2420","EV",440,40497,6,105,16,18,8,26,32,22
"2421","UA",443,43065,5,49,17,19,7,30,36,65
"2422","B6",450,43003,6,88,17,19,12,28,38,72
"2423","UA",466,43961,5,93,17,18,18,24,30,48
"2424","EV",418,46184,6,34,17,19,11,21,28,84
"2425","MQ",433,41214,5,90,17,19,12,27,24,39
"2427","UA",444,44646,6,30,17,20,4,20,48,91
"2428","9E",428,41181,5,113,17,19,15,31,36,59
"2429","MQ",476,42023,6,56,17,20,5,22,39,98
"2430","UA",470,42440,6,82,18,19,11,24,47,85
"2431","B6",446,47847,6,90,18,19,9,24,44,113
"2432","DL",443,40374,5,58,16,17,9,26,39,36
"2433","DL",454,45824,5,26,18,18,9,23,27,101
"2434","B6",438,48765,6,60,17,18,8,25,38,85
"2436","MQ",405,34541,5,106,15,16,13,28,22,2
"2438","UA",444,41506,5,68,17,18,11,22,32,46
"2439","AA",451,47374,5,45,17,19,3,22,43,86
"2440","MQ",454,44427,6,74,18,18,11,20,44,94
"2441","UA",449,38386,6,178,17,18,6,22,30,43
"2443","MQ",450,42029,6,52,17,18,12,29,29,58
"2444","UA",433,46277,5,105,18,20,7,29,45,90
"2445","UA",467,43991,6,75,18,19,13,28,47,99
"2446","B6",436,40238,5,59,16,19,12,22,32,35
"2447","B6",464,45662,5,94,18,19,6,26,49,68
"2448","WN",454,39755,5,145,16,18,13,26,34,33
"2449","AA",429,40825,5,133,16,18,11,24,38,28
"2450","B6",430,45142,6,105,17,19,10,21,42,67
"2451","B6",453,41824,5,128,17,19,9,27,37,86
"2452","UA",449,41854,5,88,17,18,10,27,31,64
"2453","AA",414,40053,5,61,17,19,11,25,41,45
"2455","US",463,41148,6,96,17,19,12,27,27,56
"2456","9E",437,40659,5,165,17,17,9,26,43,34
"2457","EV",449,44424,6,27,18,20,7,24,26,109
"2458","EV",452,46864,6,19,18,20,11,21,34,114
"2459","UA",433,42481,5,81,17,19,8,19,45,73
"2460","EV",453,41629,5,98,17,19,17,26,47,45
"2461","WN",440,45562,5,65,17,19,11,19,38,78
"2463","AA",421,41112,6,85,17,18,12,22,44,56
"2464","AA",441,43974,6,71,17,19,13,18,34,75
"2465","UA",436,45212,5,95,17,19,9,21,37,67
"2466","B6",424,43738,5,62,17,18,6,21,39,62
"2467","DL",463,45612,5,94,17,19,13,30,43,75
"2469","UA",467,41597,6,119,17,19,13,28,43,80
"2470","9E",455,48245,5,9,18,20,11,34,36,139
"2472","MQ",447,44858,5,10,17,19,15,29,41,79
"2473","EV",453,45606,6,112,17,19,8,25,35,110
"2474","UA",437,43959,5,67,17,18,12,21,29,53
"2475","9E",454,45854,6,109,18,19,7,24,38,117
"2476","EV",432,44770,5,96,17,18,8,26,47,56
"2477","FL",443,41404,5,114,17,18,12,27,42,57
"2478","9E",477,47108,6,85,18,19,9,25,41,135
"2479","AA",456,44736,5,88,18,19,8,21,36,97
"2480","9E",420,43829,5,84,17,18,13,28,42,63
"2481","DL",423,40601,5,142,16,19,5,26,40,55
"2482","MQ",404,40377,5,48,16,17,8,33,32,19
"2483","EV",487,42868,5,73,17,20,9,24,45,79
"2484","DL",463,45135,6,107,17,19,6,29,43,81
"2485","UA",425,42256,5,43,16,18,11,26,34,32
"2486","EV",427,36125,5,72,16,18,14,29,38,20
"2487","EV",445,43080,6,79,18,19,6,23,30,101
"2488","B6",431,47313,6,79,18,19,5,28,40,102
"2489","DL",441,41672,6,88,17,19,12,27,36,52
"2492","DL",455,46201,6,125,17,20,13,30,35,83
"2493","EV",452,41756,5,76,17,19,8,29,39,91
"2494","B6",439,37792,5,97,16,18,12,27,26,24
"2495","WN",427,44129,6,71,17,19,10,26,41,81
"2497","UA",452,48094,6,108,18,19,12,28,34,125
"2498","MQ",462,43579,5,31,17,19,8,24,29,75
"2499","AA",445,44093,6,143,17,19,8,16,30,66
"2500","B6",435,42309,5,151,16,18,11,25,34,48
"2502","AA",429,42348,5,156,17,19,9,26,41,52
"2503","AA",422,40095,5,131,16,18,8,22,35,26
"2504","B6",421,44312,5,91,16,19,4,25,30,32
"2505","DL",467,50258,6,29,18,20,9,19,31,116
"2506","DL",435,38575,5,129,16,17,11,29,25,24
"2509","EV",445,44055,5,120,17,18,12,25,52,63
"2510","MQ",430,39646,6,49,17,18,9,24,34,75
"2511","UA",456,46322,6,99,17,20,10,20,31,96
"2512","DL",451,43671,5,2,17,19,9,25,36,72
"2513","US",446,47281,5,54,17,19,14,27,38,99
